video_id,title,channel,upload_date,description,views,likes,comments
R4DzlrbtjU4,#cameroun #drill #rap #hiphop #himra,Kadaral vancamp 1410,2025-03-31T18:16:31Z,,398,8,3
hClv6jxqIts,Maître Gims - Issa Tchiroma ( Vidéo officielle ),JEUNE PANAFRICAIN ,2025-10-15T19:08:12Z,"Cette musique IA imagine Maître Gims interprétant un titre puissant autour d’Issa Tchiroma Bakary, figure emblématique de la politique camerounaise. La chanson explore les thèmes du pouvoir, de la vérité et de la fierté africaine, sur une production moderne mêlant mélodie, rythme et émotions profondes.",8427,63,11
i0TdE-j_4Do,Jose Chameleon - Jamila (Official Video Song),Mziiki,2014-06-03T06:38:38Z,"Jose Chameleon is a Afro Beat artist from Uganda. SUBSCRIBE Mziiki For Best African Music | http://bit.ly/MziikiTube

Digital promotion by Ziiki Media!!

Subscribe us for unlimited entertainment
http://www.youtube.com/user/mziikitube

Like us on Facebook
https://www.facebook.com/mziiki

Follow us on Twitter
https://twitter.com/Mziiki

Follow us on Instagram
https://www.instagram.com/mziiki",7971719,40944,3040
IqfG8OTvyK8,Arafat Dj fais chanter Mr Léo du Cameroun c'est trop bon,ZAPPING,2018-02-27T21:56:25Z,,22968,334,21
10ScA06M58g,Mr Leo-Patronne (Official Video)(Music Camerouniase),Chollebe Media,2019-03-27T15:44:36Z,"Full Video on Mr Leo YouTube channel...
#MrLeo #MusicCamerounaise",1222,13,0
R-XfPlWhdKE,"Dynastie le TIGRE - ""Dingue De Toi"" (Official video)",Dynastie Le tigre ,2016-05-06T19:09:05Z,"Abonne-toi dès maintenant à la CHAINE OFFICIELLE de Dynastie https://www.youtube.com/channel/UCMpSs4kfGZOkorGn138RuRw?sub_confirmation=1

""Dingue De Toi"" est le 1er extrait du deuxième album de Dynastie le Tigre LA LOI DE LA NATURE (15 titres). 
Écoutez ici: http://www.deezer.com/album/13155078
Téléchargez l'album ici: http://bit.ly/AlbumDynastie2016


Booking: +237 696 917 613 | +33 7 82 75 36 86

Sur ce titre il est en collaboration avec Salatiel. Il y chante le ""désir"", en exprimant son souhait à une femme de lui dire comment il est dingue d'elle. 

Ecoutez, commentez et partagez autant que vous le pourrez. Bonne dégustation !!!

Follow Dynastie:
https://facebook.com/FanClubDynastieLeTigre/
https://twitter.com/dynastie_tigre
https://instagram.com/dynastie_le_tigre_officielle/
https://www.youtube.com/c/Dynastieletigrea

(c) 2016 Tiger Prod
Exclusive license Hope Music Group.",1490011,11669,887
Ht7jh2BskzE,Best Of Petit Pays Vol 2  Makossa Love  By Dj Manu Killer,Dj Manu Killer,2019-08-28T15:35:05Z,,659130,2482,126
dguRzkz-gUE,Maxy Manorh - Nchemty (Dir by Tecnno Brain),Maxy Manorh Official,2022-04-09T14:00:13Z,"Nchemty ""togetherness"" an indigenous song like no other bringing people together to feel a timeless, ageless and place-less rhythm. Enjoy the melodious riddim from an artist with golden voice, with rich, vivid and colorful pictures of the beautiful traditional heritage of the Manyu people.

Facebook: https://www.facebook.com/maxymanorh
Instagram: https://www.instagram.com/maxydivine/

© 2022 All rights reserved, authorized upload of this video on any other YouTube channel is strictly prohibited without a written permission to the author).",3682926,18953,2001
-PaduQjbUeI,DYNASTIE LE TIGRE - Je Suis Dingue de toi (Lyrics/Paroles),Meister T Music,2021-09-27T10:24:51Z,Je Suis Dingue de Toi is a love song by Dynastie le Tigre,2484,28,0
JOYyG4c9qkk,Bikutsi 2025 mix by dj Borel la menace tel 674734035,DJ Borel la menace officiel,2025-05-12T19:08:37Z,,67427,429,29
lKm7Rj_fZFE,Un Camerounais Danse du Ndombolo sur le titre École de Fally Ipupa.,Medecin Itchenko,2018-08-07T06:55:29Z,Fourgon Blindé ./QUARTIER ITCHENKO,186,1,0
vOXEM1cfrZ4,FHISH - NJOH featuring LONGUE LONGUE (Official Video) by Director CHUZiH,Fhish Gophmen,2020-08-28T15:59:52Z,"ATM Entertainment presents Fhish Gophmen.
From my EP ""I'M CAMEROON"", we bring to you the visuals of the most listened/anticipated song ""Njoh"" featuring Longue Longue. 

Composers : FHISH &  LONGUE LONGUE
Audio Production: Dijay Karl
Video Production: Director CHUZiH",7959268,37740,3532
t4jeQDuaMo8,Ko-C - Mon Pala Pala (Official Video),Kocee,2020-03-20T16:00:10Z,"Power House (Ent) presents the official Music vidéo for : “Mon pala pala” by KO-C 



Stream and Download  https://backl.ink/136124343


-----



Prod by : Itzphillbill 
Directed by: Dr Nkeng Stephens 
Mixed & Mastered: K master k mix 

IRSC : FR-X45-20-32624
UPC : 3616404537607

----- 

Follow KO-C on social Media Network

Facebook: Ko-c https://m.facebook.com/lifeofKoC/ 



Instagram: @Ko_c.official https://www.instagram.com/ko_c.official/


Twitter: Kocofficiel https://mobile.twitter.com/ko_cofficial


Snapchat: Ko-c1 https://www.snapchat.com/add/ko-c1


Contact: +237 6 96 91 76 13 

bookkoc@gmail.com 



Contact for booking : Wester Africa & Europe 

 talent@red-line.africa 

+337 58 32 32 95


© Power House Entertainment


PLEASE NOTE: Unauthorized upload of this video unto any YouTube channel is prohibited. © 2020 Power House Entertainment",3330990,29437,1542
O5wW5apI24M,ANGE EBOGO EMERENT   Sogolo Mon BIKUTSI SOUVENIR By DJBOCANDE,DJBOCANDE,2015-06-10T13:28:13Z,,327847,2181,282
30nCXRQFiv4,Charlotte Dipanda - Bwel,Charlotte Dipanda Officielle,2017-03-31T17:57:39Z,"Titre extrait de Mispa, le premier album de Charlotte Dipanda.",209025,1461,102
A0-JQ7r9l8E,GIMS - SENTIMENTAL (Clip officiel),GIMS,2025-10-10T16:00:07Z,"GIMS - SENTIMENTAL (Clip officiel)
SENTIMENTAL disponible en streaming : 
Abonne-toi à la chaîne : https://www.youtube.com/channel/UCCB1Byx5yTbLpQaV-rlfmtA

Facebook : https://www.facebook.com/gims
Instagram :https://www.instagram.com/gims/
Twitter : https://twitter.com/GIMS/
TikTok : https://www.tiktok.com/@gims_off?_t=8diEFyjbrYY&_r=1
Snapchat : Warano75

Crédits : 

Film Director : Farah Alameh
Executive Producer : Hiam Salibi 
Production Coordinator : Leslie Lamb
Production Assistant : Rami Noureddine
Assistant Director : Chadi Asfour
Director of Photography : Fouad Aoun
Steadycam Operator : Jimmy Elie Sawma
Art Director & Choregrapher : Rhea Harmoush
GIMS Stylist : Sarah Keyrouz
GIMS Hair Stylist : Maggie Semaan
GIMS Mua : Anzeela Shahzadi Saleem
Post Producer : Aland Kaban
Editor : Desiree Abou Jaoude
Colorist : Post Brothers
VFX : Mental Film, Yasin Sinop, Burak Can, Samet Kuşatmer, Bariş Dicle Sözbir


#GIMS #SENTIMENTAL #Clip",8442596,92096,3870
gcpq4wDm9gM,Kedjevara - ça fait mal (Clip Officiel),Kedjevara,2025-06-25T21:25:15Z,"Decouvrez le nouveau clip de Kedjevara - ça fait mal (Clip Officiel)



Extrait de l'album KEDJEVARATITUDE
Maintenant disponible sur toutes les plateformes :
https://kedjevara.lnk.to/Kedjevaratitude

Retrouvez Kedjevara sur :

Facebook:   / kedjevara1  
Instagram:   / djkedjevara

(P) 2024 / 18 Avril Production 
(P) 18 Avril Production, Distributed by Virgin Music Africa .",39024461,188394,9009
9ScnFPcbR4o,Charlotte Dipanda - Un jour dans ma vie ( Officiel ),Charlotte Dipanda Officielle,2019-04-20T09:45:00Z,"Clip Officiel du Titre Un jour dans ma vie

------------------------------------------------------------------------------------------------------------

Retrouve Charlotte Dipanda sur :

Site officiel : http://www.charlottedipandamusic.com
Facebook : https://www.facebook.com/charlottedipandaofficiel

------------------------------------------------------------------------------------------------------------

Texte :

Tu apprends que rien ne sera plus pareil 
dans ta maison, ton horizon
Tu comprends que tu n'auras plus jamais la paix
diminué tu es à jamais
Et quand vient, le moment où le doute rythme ta douleur
pour te voler ce qu'il te reste pour la route

Ref :  
Ah je t'invite un jour dans ma vie
seulement là, seulement là
Que cette vie même à mon pire ennemi je ne souhaite pas
mais pour le comprendre, il faut l'avoir vécu


Tu apprends, que l'enfant que tu attends est différent
qu'il sera dépendant
Tu comprends que rien ne sera plus pareil dans ta maison, oh non
Et quand vient, le moment où le doute rythme ta douleur
pour te voler ce qu'il te reste pour la route

Ref :  
Ah je t'invite un jour dans ma vie
seulement là, seulement là
Que cette vie même à mon pire ennemi je ne souhaite pas
mais pour le comprendre, il faut l'avoir vécu


Il dit t'aimer te roues de coups ( t'imagines )
des parents qui enterrent leurs enfants ( imagine )
et quand la maladie te dévastes ( t'imagines )
du jour au lendemain tout bascule , t'imagines 


Ref :  
Ah je t'invite un jour dans ma vie
seulement là, seulement là
Que cette vie même à mon pire ennemi je ne souhaite pas
mais pour le comprendre, il faut l'avoir vécu",3751383,26069,1853
B-lW3rFcbhE,Longue Longue on n'a tout vu (clip officiel),Longue Simon,2024-09-07T19:00:06Z,Clip officiel,885644,8616,922
0DT9YgZvV4c,LOCKO -  Don't call me back (Official Video ),LOCKO,2021-12-23T17:00:20Z,"Découvrez le nouveau clip de Locko - DCMB
(Music & Video from new Album - ERA )

Réalisation : Adah Akenji  

Découvrez le nouvel album de Locko ""ERA"" ici  : https://LockoEra.lnk.to/Album 

Retrouve moi sur mes différents réseaux sociaux
Facebook: https://web.facebook.com/lockofficial/
Instagram: https://www.instagram.com/lockofficial/
Twitter: https://twitter.com/lockofficial

Music by Locko performing DCMB

© 2021 Yema Prod / Universal Music Africa
#DCMB  #Locko #ERA",2173995,27399,1212
GB620SUk-qQ,Daphne (Cameroon artist) cover medley,NDZEMUSU,2019-09-20T18:16:50Z,"Played piano cover of ""Jusque a la gere"" and ""Calee""",280,4,2
zKhjUc_vHEY,Grace Decca (Official Video) Challenge,GRACE DECCA OFFICIEL,2022-12-09T18:17:57Z,"La vidéo officielle du titre ""CHALLENGE"",  extrait du Maxi Single sorti le 5 décembre 2022 et disponible en téléchargement légal sur toutes les plateformes.
@gracedeccaofficiel",13800369,33631,2451
70nhqxYRVT4,"Evergreen worship songs, Cameroon Gospel Music with evangelist Wilfred Ntuba",CamGospel Music TV,2024-04-08T13:17:56Z,"Evergreen worship songs, Cameroon Gospel Music with evangelist Wilfred Ntuba.",4916,77,13
j6XZegpbV3M,🔥2026 MEILLEUR MBOLE BUKUTSI MIX COMPIL BEST SONGS  DJ BRUNEL,DEEJAY_BRUNEL,2025-12-25T21:09:20Z,"Abonnez-vous maintenant et profitez d’une véritable expérience.

​#mix #music #france #africa #congo #cameroun #canada #belgium #dj #deejay #france #2025  #afrobeat #afrolove #dance #pourtoi #foryou #usa #étatsunis #europe #remix #reels #best #google #djbrunel",242308,2241,108
iSUHT-GhYsY,amapiano groovist @koketsokhunong 💯🔥,Mzansi Fresh Dancers,2022-03-18T11:08:16Z,,106781127,1720076,13336
8NT2wchs3Xk,Best Cameroon Worship Songs by Evangelist Wilfred Ntuba || Cameroon gospel music,CamGospel Music TV,2026-01-16T17:10:01Z,"Experience the best Cameroon worship songs by Evangelist Wilfred Ntuba, a powerful collection of spirit-filled gospel music that ushers listeners into deep moments of worship and prayer. This playlist features anointed Cameroon gospel songs that inspire faith, revival, and a closer walk with God. Perfect for personal devotion, prayer time, and worship sessions, these songs reflect the rich sound of Cameroon gospel music and the passionate ministry of Evangelist Wilfred Ntuba.",483,9,0
O4u7NJW6bv0,Mr. Leo - Patronne (Official Video) Dir. by Dr. Nkeng Stephens,Mr Leo ,2019-03-27T14:58:42Z,"Click to download Audio on Afromobiletv
http://afromobiletv.com/index.php/2019/03/27/mr-leo-patronne-prod-by-akwandor/

Produced by Akwandor

SUBSCRIBE: 
https://www.youtube.com/channel/UCGF17r6aD_v9e_z6Spo57wA?sub_confirmation=1

--
#MrLeo #Patronne #CameroonMusic",2168668,27813,1543
aMGCAPFUfck,CAMEROUN MUSIC FOLKLORE SAMALI BENSKIN ,DJVAN237,2026-05-16T20:36:30Z,CAMEROUN MUSIC BENSKIN FOLKLORE SAMALI OUEST CAMEROUN MAKOSSA BITKUSI,644,11,0
Irg39uFUyBk,#amapiano #buea #cameroon,Shuga Babies,2024-03-10T09:48:22Z,,230,8,0
Dhhx1UTiz6U,DUC-Z au KAMERHIPHOP SHOW edition 9 A MILLI (rnb camerounais),Duc-Z,2011-05-15T14:04:37Z,DUC-Z prouve et prouve c'etait le 14 MAI 2011 au ccf de yde la foule est end elire sur ce freestyle du KING DU RnB CAMEROUNAIS! a regarder absolument,2169,11,5
ylqLxsxYazY,ANCIENS MAKOSSA  CAMEROON MIX VOL 2.  PIERRE DE MOUSSY / SAN FAN THOMAS / EMILE KANQUE etc.DJudex W,B&W Entertainment,2024-03-15T11:22:04Z,"FOR PROMOTIONAL USE ONLY 
 Meilleurs Anciens succès Makossa Mix Vol 2 Camerounais

*This is a promotional channel with uploads of latest and old Gospel, Afrobeats, Makossa, Kenya + all East Africa Hit,R&B , 90s & 80s old school, latino -Reggeatons, Reggae and Dancehall. Looking  forward to upcoming Artists. Subscribe, like ,share and leave a comment . Thanks
Disclaimer: We do not own the rights to the sound track.  Non- profit or  personal use. 
ALL RIGHTS BELONG TO THEIR RESPECTIVE OWNERS 
Tracks.
1. Nkotti Francois - Black Styls
2. Pierre de Moussy- Ndolo l' Amour
3. Ndedi Dibango - Tchoki Dane
4. Cella Stella - Na mea Lonque
5. Missi Ngoh Fancois - Le Mari avant tot 
6. Guy lobe - moni Bill
7. Pierre de Moussy - Diba
8. Pierre de Moussy - lonque Kemango
9. Pierre de Moussy - Medley
10.Pierre de Moussy - Radio Trottoir
11. Toto Guillaume - Dibena
12. Ndedi Dibango -  Eye Me
13. Ndedi Dibango - It's all right
14. San Fan Thomas -  Mohe
15. Hoigen Ekwalla - Femmes il Faut suporte
16. Emile Kanque - Douala",6542,33,5
Y5Hj4xSLIuE,"🔥 ""JAPOMA MASS"" — Le Ndombolo Gospel qui ENFLAMME Douala ! Visite Pape Léon XIV Cameroun 2026",Africa Gospel Fire 🔥,2026-04-16T05:15:06Z,"💃 ""JAPOMA MASS"" — Le ndombolo gospel explosif pour la messe géante du Pape Léon XIV au Stade de Japoma, Douala, le 17 avril 2026 !
 
Le son le plus dansant de la visite papale. Mélange de Ndombolo congolais et de Coupé-décalé ivoirien pour une célébration qui fait bouger tout le monde. Un TikTok challenge est né — montre ta danse #JapomaChallenge !
 
📍 Stade de Japoma — Douala — 17 Avril 2026
🎙️ Ndombolo | Coupé-décalé | Gospel Africain | Dance Viral
 
#JapomaMass #PapeDouala #TikTokChallenge #NdomboloGospel #Cameroun2026",17152,152,3
uXUvDOJaZRc,Ben Decca - Bito ba Cameroun HQ,La Chaine Bio,2020-06-19T01:09:58Z,"Dans La Serie...""Les Tresors du Makossa""...",1993,19,1
jiksWbvNJR8,Bikutsi From Cameroon,Slydamilano Channel,2017-03-16T13:28:52Z,"Je ne me rappel plus le nom de cet artiste, merci de m aider pour ceux qui le peuvent a ajourner le titre et nom de la chanson.

Subscribe to my channel to watch more  Cameroonian  best ""old"" songs",51538,372,37
DQd6Bsrz010,"Didi B, Lyna Mahyem, Reefer Tym, Stanley Enow, Suintement & Sindika - African Champions",Diby Production,2026-01-08T15:07:43Z,"The video for this AFCON’s anthem is finally live !
Vibe to the ultimate song of this African time with @didibofficial 🇨🇮, @lynamahyem 🇩🇿, @stanleyenow 🇨🇲, @reefertym 🇳🇬, @suintement 🇨🇩 & @sindikaofficiel13 🇨🇮, and represent your own flag !

African champions, this is our time, we’re all winners 🏆

Beat by K-Zaka and Jarreau Vandal.
Produced by Heartbeat of Africa and Diby Production. 

Special thanks to Jeune Lio.

Visual by @lelabonoir 

Follow DIBY PRODUCTION : 

Instagram : Diby production
Facebook :Diby production
Tiktok : Diby production
X : Diby production",853291,8790,551
2MhIx8lsrm4,KO-C - Balancé feat. Tenor (Official Video),Kocee,2018-07-14T16:00:00Z,"Stream & Download Balancé here : https://lnk.to/balancekoctenor 
Booking : +237 696917613 / lifeofkoc@gmail.com 

After the success of Bollo & Caro, KO-C comes back with a new version of Balancé with the rapper Tenor. From his upcoming Extended Play , BALANCÉ  is a banger talking about the grace of God in his life and the fruit of hardwork.
The video was directed  by NS Pictures !

Follow KO-C here  : 
Facebook : https://www.facebook.com/lifeofKoC/ 
Instagram : https://www.instagram.com/life_of_koc/
 Twitter : https://twitter.com/Life_of_KoC 
Snapchat : https://www.snapchat.com/add/ko-c1 

Copyright (C) 2018 BIG DREAMS ENTERTAINMENT",12218216,64366,3386
61nKIBf81hM,Magasco x Ange Ebogo - Folo Folo Remix (Official Video),MAGASCO ,2024-11-24T08:00:03Z,"After being blindly paired on a music TV show, Ange Ebogo and Magasco decided to work together on the classic tune ""Folo Folo"". Enjoy this masterpiece created when two musical powerhouses work together.

BBOY TEAM: 
- Lyrics, Vocals & Recording: Magasco, Ange Ebogo
- Music Production: Sangtum, Magasco
- Mix & Master: Sangtum 
- Cover Art Designs: Laikom Studios
- Video Production: Nelson  

© 2024 BBoy Records 
►Subscribe to this channel: https://www.youtube.com/BboyRecords 
►Instagram - https://instagram.com/magasco_bboy 
►Twitter - https://twitter.com/magascobboy
►Facebook: https://www.facebook.com/BamendaBoyy 
►SnapChat: magasco 
►Business/Bookings: bboyrecords237@gmail.com

#newmusic #duet #cameroon #magasco #angeebogo #bikutsi #folofolo #dance  #yaounde #cameroun #top10",281505,7353,952
dOe7qrEjxfU,| CAMEROON AMAPIANO | SABRINA | MAGASCO | EWUBE | TZY PANCHAK | KO-C | SHEY LONTUM | VIVID | DJMIX |,DJSMOOTH_TM,2024-01-11T13:13:45Z,"#Cameroon #Gospel #amapiano #afrobeats2023 #mixtape2023  #entertainment #djsmix #nigeria #naija #djsmix #dj
Kindly Subscribe, Share, Like and comment your Thoughts below.
👌👌Copyright exception such as fair use
DISCLAIMER: This video is protected by fair use, fair dealing, or similar exceptions to copyright. All Featured Content Is Monetized by The Respective Copyright Owners & Record Labels. All Mixes/Mixtapes are only for Promotional/Entertainment Use Only. By no means do I own any material used in the above video footage, I produce this content under ‘Fair Use’ and for entertainment purposes only.
PLAY LIST
1. SABRINA SABRIGAN
2. MARTINS FT SABRINA FIVE STAR
3. EWUBE B.I.G
4. TON BY TON MAGASCO
5. LONER ELISHA FT RINYU
6. DORIME KAMENI
7. CALL KAMENI
8. BETTER ACTION SHEY LONTUM
9. TCHOMBE FT MATINS, QUEEN SPARK AFROBIT PRODUCTION
10. CHILL KO-C 
11. BIG POUNDZ CAMANDER FT TZY PANCHAK
12. TZY PANCHAK SEL MADE
13. VIVID BOGOLO FT KO-C
14. FOR THE CULTTURE TZY PANCHAK
15. ELOW MON BEBE
BONUS: NA SO TZY PANCHAK",204,6,0
tvFxRsI8bN8,Camer Underground Rap #rap #cameroonculture #cameroonmusic #rapper #cameroon #drill #cameroonians,Etienne.D.AMOUGOU,2024-11-08T12:05:33Z,,69,1,0
-R5MO283tNQ,"Musique Urbaine Camerounaise - DJ Lejour - Cameroon Urban Hits - Ko-C, Kameni, Daphne, Mimie, Locko",DJ Lejour,2022-01-09T10:56:40Z,"Latest Urban Music from Cameroon
Meilleur Musique Urbaine Camerounaise

For bookings email: arnaud.lejour@gmail.com 
Support my channel by sending tips on PayPal - PayPal.Me/Leudjou

(((█▬█ █ ▀█▀ subscribe, █▬█ █ ▀█▀ like & comment))))

FOR PROMOTIONAL USE ONLY.
I do not own the rights to these songs.",218713,2003,50
ACxU37noB0E,Locko - Come and go (Visualizer),LOCKO,2022-01-14T18:00:28Z,"Découvrez le nouveau visualizer de Locko - Come and go
(Music from new Album - ERA )

Découvrez le nouvel album de Locko ""ERA"" ici  : https://LockoEra.lnk.to/Album 

Retrouve moi sur mes différents réseaux sociaux
Facebook: https://web.facebook.com/lockofficial/
Instagram: https://www.instagram.com/lockofficial/
Twitter: https://twitter.com/lockofficial

Music by Locko performing Come and go

© 2021 Yema Prod / Universal Music Africa
#ComeAndGo  #Locko #ERA",106634,3479,239
U-9mdC4sdTg,Ulanda Ft Ben Decca - One Day II [Official Video],Ulanda,2025-12-20T18:07:34Z,"""One Day"" is Ulanda's debut single, and it has quickly become a beloved fan favorite, earning her the nickname ""Mama Makossa."" Listeners often compare its sound to that of the legendary Ben Decca. This makossa track expresses a yearning for true love after experiencing numerous heartbreaks and betrayals. Five years later, Ulanda's dream has come to fruition, with Ben Decca adding his signature magic to the song. The remix showcases Ulanda’s growth as an artist, as his legendary vocals blend seamlessly with hers, creating a soulful ending that resonates deeply.
#Makossa #Cameroon #Mamamakossa #BenDecca #Ulanda

Written by Ulanda & Ben Decca
Produced by BPD 
Mixed and Mastered by Oken
Directed by Kwedi Nelson 
Starring : Frida Fara & TJ
Makeup by Frida Fara makeup

Listen now on all platforms : https://onerpm.link/OneDayII

Follow Ulanda :
Instagram : https://www.instagram.com/ulandaulanda/
Twitter : https://www.twitter.com/ulandaulanda
Facebook : https://m.facebook.com/ulandaulandat/

Lyrics :

Mama o one day one day
One day one day mama 
You will see love x2

I say mama 
Mama no worry
No worry 
No worry 
No worry
No worry 
No worry
No worry 

Na langue di w a n a e amuna
Oyi b e po musunga mica longe
Ponda me e m e n d e p o
o menderpeso o k u s a neolo
munenge n a wa
o si bua bonga
o si bua benige to mo
a m e n d e po a bola w a sonando ante
it va t ' a i m e r il va t ' a i m e r
Ala yo b u ñ a bo buna bo buna Bo m a m a o m e n d e njene ndolo x2

Okaya bene (No worry)

Everytime you give everything you have
You give everything you own
For the one you say you love
O baby girl they take your love, they take your heart,take your pride, they take your life 
And they trample upon it 
One day you go find the one
Who loves you as you are
They will take you as you come
No worry baby girl 
O monyo eee 
No worry eee
The sun go shine again

Mba mo na mongele na buna na

Na mendé po kusa Ndolo 

Mba mo na mongele na buna na
Na mendé po kusa Ndolo 


(Adlibs ) 

Ndolo a mulema mwam",102501,1518,297
TjW2D5DwcEk,Charlotte Dipanda feat Yemi Alade - Sista @ Trace Live - 27fev18,Charlotte Dipanda Officielle,2018-03-20T08:45:27Z,"----------------------------------------------------------------------------------------------
Album ""Un Jour Dans Ma Vie"" available : 
Télécharger sur Itunes : http://urlz.fr/6P4i
Télécharger sur Amazon : http://urlz.fr/6P4l
----------------------------------------------------------------------------------------------
Abonne-toi à la chaine officielle de Charlotte Dipanda pour découvrir toutes ses nouvelles vidéos : http://urlz.fr/6TBy
----------------------------------------------------------------------------------------------
Retrouve Charlotte Dipanda sur :
Site officiel : http://www.charlottedipanda.com
Facebook : https://www.facebook.com/charlottedipandaofficiel/
Twitter : https://twitter.com/CharlotteDPA
Instagram : https://www.instagram.com/charlottedipandaofficiel/
Deezer : https://www.deezer.com/fr/artist/1243003
----------------------------------------------------------------------------------------------

Charlotte Dipanda feat Yemi Alade - Sista @ Trace Live - 27fev18
Titre extrait de l'album Un Jour dans ma Vie.",950895,5498,220
CS5H-Xbn1Lk,TENOR- Lo bebe la sauce gombo(Clip officiel),Les Melodieux Du Mbolé ,2021-08-25T11:41:48Z,"#Tenor artiste camerounais après des titres à succes comme Do le dab,kaba ngondo il revient encore avec un nouveau titre intitulé ""#LO_BÉBÉ"" qui est un son dont il a sortir pour valoriser la danse du bébé....
Alors n'oubliez pas de vous #Abonnez et #likez et surtout #commentez aussi

Rejoins moi sur:
Facebook :https://www.facebook.com/linfluenceur.benjamin

WhatsApp :+237 672692981

#Tenor
#Lobeubeu",168684,1496,13
Ye2VL3WSito, Best 2025 BEST AMAPIANO MIX/AFROBEAT OBADDJ45 X EMMY BLAQ created at Kelblaise studio ,Kelblaise Entertainment ,2025-07-22T10:38:49Z,Amapiano and Afrobeat Takeover at Kelblaise Studio Experience the magic of this live Set,429637,4813,146
2EzURCPNUqs,Dynastie le tigre -La fille de ma voisine (paroles),riquielleful,2013-10-13T23:57:06Z,"la fille de ma voisine ,4eme titre de l'album totopiii",104218,534,44
9Lj3kVYsZ4E,Stanley Enow - Work Hard (Official Music Video),Stanley Enow,2015-09-11T19:30:01Z,"Stanley Enow presents the official music video for ""Work Hard"".
Download on iTunes: http://smarturl.it/SEmpIT

© 2015 Motherland Empire

Follow Stanley Enow
Facebook: https://www.facebook.com/StanleyEnowOfficial/
Twitter: https://twitter.com/StanleyEnow
Instagram: https://www.instagram.com/stanleyenow

Subscribe here: http://smarturl.it/StanleyEnowYT
Digital distribution: http://africori.com/

Often referred to as the most bankable rap act out of Central Africa, multiple award-winning Cameronian artist Stanley Enow did it again by voicing out notions of Hardwork and Perseverance in his new anthemy song #WorkHard.

Buy album : https://itunes.apple.com/fr/album/soldier-like-ma-papa/id1042772040?l=en

Proudly directed in the hearts of Paris by Cameroonian supertalented Max Ngassa, #WorkHard is the 5th Official Single off Stanley Enow's album #SoldierLikeMaPapa
Soundtrack produced by QuickSox",244062,2713,488
KSHFMmP4FkA,Dynastie le Tigre ft X-Maleya (Roger) - Juste Un Peu,Dynastie Le tigre ,2016-01-23T19:06:14Z,"Abonne-toi dès maintenant à la CHAINE OFFICIELLE de Dynastie https://www.youtube.com/channel/UCMpSs4kfGZOkorGn138RuRw?sub_confirmation=1

""Juste un peu"" est le 3e extrait du deuxième album de Dynastie le Tigre LA LOI DE LA NATURE (17 titres). 
Téléchargez l'album ici:
iTunes : http://apple.co/1ldu75N
Amazon : http://amzn.to/1Yp4tte
Deezer : http://deezer.com/album/11457386

Sur ce titre il est en collaboration avec Roger, leader du groupe X-Maleya. Il y chante le ""désir"", en exprimant son souhait à une femme de lui faire JUSTE UN PETIT bisou car cette dernière est d'une beauté renversante. Regardez, commentez et partagez autant que vous le pourrez. Bonne dégustation !!!

Juste Un Peu en mp3 ⏩
Soundcloud : http://bit.ly/Petitbisou_audio

Follow Dynastie:
https://facebook.com/FanClubDynastieLeTigre/
https://twitter.com/dynastie_tigre
https://instagram.com/dynastie_le_tigre_officielle/
https://www.youtube.com/c/Dynastieletigrea",1291940,5494,349
WO_pBMttUaQ,Sojip feat Styfler 90  - Destinée (Clip officiel),SOJIP,2025-05-02T18:00:06Z,"A un moment où on préfère être une technicienne de surface (gros mot pour dire la go qui lave le sol) au Canada plutôt qu’enseignante (BAC + beaucoup avec le concours sur ça) au Cameroun, il est important de prendre du recul et tcheck un peu sur le schéma. Destinée c’est une vue aérienne de l’environnement qui nous entoure. Une reflexion sincère, honnête, que certains trouveront crue mais que j’ai tenu à laisser fidèle à la réalité. Un miroir en quelque sorte.
Même le couteau noir c’est une arme blanche.

Réalisation : Jadel Trésor
Music produced by Greg Sky x Pyrex Beat
Mix/Master by Greg Sky

Achetez le nouvel EP via OM et MOMO
sur le site le lien👉 https://kwataspirit.com/product/mmp/

Paypal, Visa Mastercard : https://sojip.bandcamp.com/

DISPONIBLE EN STREAMING 
sur spotify : https://open.spotify.com/album/23LpOGwirDBVtpI0DqXFrm?si=7ZJSZNX-T8-DPVtDq_HZow
sur Apple music : https://music.apple.com/gb/album/mmp-ep/1812131841


Suivez Sojip sur : 
Facebook: https://www.facebook.com/SojipSpirit/ 
Instagram: https://www.instagram.com/sojip_quantin/ 
Twitter : https://twitter.com/sojipfranck
Tiktok : https://www.tiktok.com/@sojipspirit 

Booking & Management : 
Tel : +237 696 29 65 23 / +32 471 72 33 49
sojipspirit@gmail.com

(c) Arobiz Company LTD",211454,5897,649
