video_id,title,channel,upload_date,description,views,likes,comments,year,month,year_month,genre
CKVuXCH7B2U,Locko - Ashouka feat LCM,LOCKO,2018-04-06 17:00:03+00:00,"Abonnez vous à ma chaîne YouTube : http://bit.ly/LockoYTsubs
                    
Streamez & téléchargez  l'album ""The bridge""ici : https://locko.lnk.to/TheBridge 
Livraison au Cameroun : https://www.jumia.cm/catalog/?q=Locko

""Ashouka"" single extrait du nouvel album ""The bridge"" en collaboration avec LCM.


Booking : (+237) 694061316 / lockoofficial@gmail.com 

Regardez ,commentez et partagez au max la famille

Follow on:
-http://bit.ly/FollowLockoOnFacebook
-http://bit.ly/FollowLockoOnTwitter
-http://bit.ly/FollowLockoOnInstagram
-http://bit.ly/AddArthurLockoOnSnapchat

Spotify : https://open.spotify.com/artist/7cUFv...
iTunes/Apple Music : https://itunes.apple.com/lu/artist/lo...
Deezer : http://www.deezer.com/artist/200195

(p) © 2018 Big Dreams /Yema Production,Under exclusive Licence to Easy Hits Recordz,a division of Hope Music Group",47029,618,60,2018,4,2018-04,Cameroonian Pop/R&B
3MDtqDRftVw,TENOR - SALAZAR ft CYSOUL (CLIP OFFICIEL),TENOR officiel,2022-09-02 16:00:13+00:00,"TENOR  - SALAZAR FT CYSOUL
Extrait du EP ""TERRE MÈRE""
https://tenorterremere.lnk.to/dZGaWs9o 
--------
RÉALISATEUR : ALTERO NDOYE
ASSITANT REALISATEUR : KAMDEM
ASSISTANT CAMERA : JICS SHOOTERS
PRODUCTEUR EXECUTIF : TAPHIS
PRODUCTION : EBANFLANG EN PIRE 
--------
- AUTEURS : MENGOUMOU AYIA THIERRY, FOUDA ETOUNDI CYRIL
- COMPOSITEURS : MFOULOU JUNIOR PATRICK ( MOUSS ONTHECRACK), MENGOUMOU AYIA THIERRY (TENOR)
- MIXAGE / MASTERING: EKIE BOZEUR 

Tourné à Paris et à Massy (France).
Merci à BBQ CITTY MASSY.",10012645,56256,3113,2022,9,2022-09,Cameroonian Pop/R&B
l3nwQ42xxNA,Mr Leo - Choisir (Live at IFC Yaoundé 12 May 2022),Mr Leo ,2022-07-14 06:11:16+00:00,"Mr Leo Performs at Institut Français Yaounde on 12 May 2022, as part of the Mr Leo National Live Tour 2022

Band
Fonyuy Nsobunrika Leonard (Lead Singer)
Banye Aline Verla (Dancer/Backup Singer)
Lekunze Dora Elizabeth Magwidem (Backup Singer)
Tahjoue Nganso Michel Igor (Bass)
Emmanuel Kudi Ihimbru (Drums)
Simplice Kenge (Electric Guitar)
Akunchu Enock Mbidzinyuy (Keyboards)
Bimai Daniel Pierre Chrisologu (Percusions)

Team
Othniel Mombel (Artistic Director)
Bantou Queen (PR)
Tony Mefe / Escale Bantoo (Tour Manager)
Verkijika Divine Nyuyki (Manager)
Vox Africa (Video/Sound Coverage)

(c) 2022 Lionn Productions LTD",1274,20,5,2022,7,2022-07,Cameroonian Pop/R&B
q7laX-faja8,Cameroon Afrobeats Video Mix 2024,chuku chuku,2024-01-08 23:53:20+00:00,"Welcome to the ultimate collection of 2023's hottest Afrobeat tracks! Dive into the rhythms and beats that have taken the world by storm. Whether you're a long-time fan or new to the genre, this mixtape promises to keep you moving! #afrobeat #backgroundmusic #mixtape",12643,124,5,2024,1,2024-01,Afrobeats
fzixm89AxeQ,Daphne - Allez ft. Les Featurist #musique  #camerounaise  #music #cameroon #dancemusic #daphne,TIPTOPSTARS,2023-09-21 14:40:13+00:00,"Tiptopstars is an online magazine that promotes Cameroon’s sprouting talents in various domains such as film, music, TV, design, modeling, etc. It also features news, interviews, reviews, poetry, documentaries and more about Cameroon and Africa.
----------
www.tiptopstars.com
info@tiptopstars.com",347,8,0,2023,9,2023-09,Cameroonian Pop/R&B
tXy-CuaQIIg,TENOR - GAROUA 10 FEVRIER (FREESTYLE ALPHA-X),TENOR officiel,2025-01-20 16:34:02+00:00,"ALPHA-X TOUR - Tournée Nationale 
La première date c'est le 10 Février à Garoua !

Roumdé Adjia,  tu connais ?

Les prochaines datent vous seront communiquées RAPement parlant !

- Interprète : TENOR
- Auteur : MENGOUMOU AYIA Thierry
- Compositeur : Luc Essiane Jordane Eba'a
- LyricsVideo by Liish Visual (Ebale)
- ArtWork : Nap events dreams 

Contact : 
- @napeventsdream@gmail.com
- (+237) 683 26 30 15 / 696 951461
- +237 699 337 804

- Management Tenor : (+237) 690 63 45 46 (Christine MBENGONO)
- Email : Ebanflangenpire9@gmail.com


#AlphaX_Tour
#Tenor
#Ebanflang
#DecennieTour",147680,5196,531,2025,1,2025-01,Cameroonian Pop/R&B
Ul3k2lEoVJs,Tenor - vie de star (lyrics vidéo),Mr stivo Lyrical,2022-11-25 08:10:05+00:00,"#tenor #ebanflangempire #universalmusicafrica africa #defdjamafrica #nuevomundo #africa #cameroun #monde #tendance #youtube #rap #rapmusic #flowers #punchline #viedestar



@TENOR237 @nuevomundoafrica @universalmusicafrica-uma",303876,3977,143,2022,11,2022-11,Cameroonian Pop/R&B
1CLOq7i4zIU,"Dynastie  Le Tigre  -  ""ALLOOOH""",Dynastie Le tigre ,2018-03-06 13:00:00+00:00,"""ALLOOOH"" nouveau single de Dynastie Le Tigre.

Streamez et téléchargez  partout: https://fanlink.to/Alloooh
Téléchargez aussi sur Amazone: http://bit.ly/Alloooh_AM

L'album HOMOG3NE toujours disponible sur  : https://bit.ly/HOMOG3NE_Apple
 https://bit.ly/HOMOG3NE_DZR
 https://bit.ly/HOMOG3NE_SPTFY

Abonne-toi à la CHAINE de Dynastie http://bit.ly/DynastieYouTube

Infoline (Whatsapp) : +237 696 917 613 | +33 695 508 421
Booking : westsi2corp@gmail.com

Visionnez, commentez, partagez et abonnez-vous autant que vous le pourrez. Bonne dégustation !!!

Follow Dynastie:
http://bit.ly/DynastieDeezer
http://bit.ly/DynastieSpotify
http://bit.ly/DynastieItunes

https://facebook.com/dynastieletigre/
https://twitter.com/dynastieletigre
https://instagram.com/dynastieletigre/
https://dynastieletigre.com/

Ecrit et Composé par Cedric Biyong
Arrangé par Masta D
Clip réalisé par NS PICTURE

(c) 2018 Tiger Prod
Under exclusive distribution Binam Nation, a division of HMG",119710,1531,134,2018,3,2018-03,Cameroonian Pop/R&B
fWKz-u3BNGQ,Stanley Enow x Nyanda - Slippery When Wet Remix (Official Audio),Stanley Enow,2014-06-16 08:00:01+00:00,"Nyanda presents the official Audio for ""Sleppery When Wet Remix"" featuring Stanley Enow.
Download 'Solider Like My Papa' on iTunes: http://smarturl.it/SEmpIT

© 2014 Motherland Empire

Follow Stanley Enow
Facebook: https://www.facebook.com/StanleyEnowO...
Twitter: https://twitter.com/StanleyEnow
Instagram: https://www.instagram.com/stanleyenow

Subscribe here: http://smarturl.it/StanleyEnowYT
Digital distribution: http://africori.com/

The Cameroonian #NewKing of Francophone Hiphop,recently #BestNewAct at the MTV African Music Awards 2014, takes it higher and combos with Nyanda of the Legendary Jamaican Duet Brick N' Lace giving birth to a huge remix of her Hitsong ""Slippery When Wet""",47041,487,84,2014,6,2014-06,Hip Hop/Rap
PmSzICh3Htk,COCO ARGENTEE - FALLAIT PAS (CLIP OFFICIEL),COCO ARGENTEE OFFICIEL,2016-10-27 12:46:13+00:00,"COCO ARGENTEE - FALLAIT PAS (CLIP OFFICIEL)

SUBSCRIBE!

--
#CocoArgentee #Cameroun #Bikutsi #BIkutsiattitude #ManiBella #LadyPonce #CameroonMusic #musiquecamerounaise",1249608,6609,220,2016,10,2016-10,Cameroonian Pop/R&B
XFcT9C-ZCx0,Bikutsi mix nouveauté 2026 / j’ai aucun droit sur les musiques jouer dans cette compile ,OnTheMix Arrangemento le Ndjoundial ,2025-11-24 18:44:11+00:00,"Info

• Tracklist:
All Credit goes to all the artist played on this playlist see playlist above), they have some great music and cool videos. please go to any streaming site to buy their music. click on the link below to visit their channel for more of these videos

#Sandrinennanga  ft locko - pas sans_moi

#Cysoul - KOULos

#BelYv - ils savent pas 

#JerryMarcos - Safidiko 

#Badnova - on fait comment 

#blanchesftladyponce - lève toi 

#tontonleshowAmimoyobarack - wéh_là_mutban

#BombeFrançois 

#BenMartins - MR l Abbé 

#Luckyplus 

#Kleondunboa - ft tonton show _ itounga 

#kleon - Warman 

#karisma_kapoor solo - j’aime la bière 

#Tchakala - Lo goût 

#Onthemixarrangemento - je 

#Badnova - Bouge avec ça 

#ElangCity - Tonaster le yamo

#bikutsimix #musicbwoy #afrobikutsimix2025 #bikutsi2025
#bikutsishowsmix2024 #bikutsinouveauté2024 #afrobeatmix2023
#nouveaubikutsi2023 #bikutsimix #bikutsiafro2022  #bikoutsimix #ladyponce
#Onthemixarrangementolendjoundial
MIX 2024
Bikutsi MIX 2024 | BEST OF Bikutsi Cameroun 
AFROBIKuTsi VIDEO MIX | WIZKID, BURNA, REMA Welcome to the ultimate collection of 2024's hottest Afrobeat tracks! Dive into the rhythms and beats that have taken the world by storm. Whether you're a long-time fan or new to the genre, this mixtape promises to keep you moving!
If you enjoyed this mixtape, don't forget to LIKE, SHARE, and SUBSCRIBE for more weekly updates and fresh beats!",47332,347,16,2025,11,2025-11,Makossa/Traditional
qWeFtiNeLdU,Pardon Madame - Hugo Nyamé,HUGO NYAME,2021-01-05 19:04:22+00:00,"Pour voici mon titre à succès ""Pardon Madame"" de L' Album: Pardon Madame
Pure Makossa - Pure Musique - Makossa au goût unique.
Bonne écoute ! 
Merci mes gens.",1170790,5324,320,2021,1,2021-01,Cameroonian Pop/R&B
ac9g0JYcrf8,le meilleur danseur international de ndombolo,L'apopizail Ngako Officiel,2021-05-22 23:00:14+00:00,une légende,316,12,0,2021,5,2021-05,Ndombolo/Rumba
7h9Ss7H5LUA,TENOR - MAMI WATA ft. INNOSS'B (CLIP OFFICIEL),TENOR officiel,2022-05-11 18:00:12+00:00,"TENOR x INNOSS'B - MAMI WATA 
Streaming ici : https://tenorinnoss.lnk.to/MamiWata
Collaboration Cameroun 🇨🇲 x Congo 🇨🇩

Prod : Mouss OnTheTrack / Ekie Bozeur Entertainment

Réalisateur: ACH.B

© EBANFLANG EN PIRE / UNIVERSAL MUSIC AFRICA",1124579,31103,1020,2022,5,2022-05,Cameroonian Pop/R&B
9lRIbmhAPPo,"Marole Tchamba ""Histoire d'amour"" (clip).",NKG TV Africa,2020-04-30 06:00:06+00:00,"La chanteuse Camerounaise nous chante ""Histoire d'amour"" (clip).",214172,1086,48,2020,4,2020-04,Cameroonian Pop/R&B
xsWA9QKDkeE,Tchakala VIP LO GOÛT  (video Officielle),Tchakala VIP,2025-07-31 03:18:17+00:00,"Images au Cameroun (danseurs) par Manuel kalife 
Images en France RM Corporation 

Merci au Seigneur et vous qui avez hissé 
Ce chef d œuvre continuons de soulever 
LO GOUT en vidéo Officielle c’est pour vous merci",2534133,18259,679,2025,7,2025-07,Cameroonian Pop/R&B
N_4s-qCNRjs,KAMENI X CYSOUL - MY BABY (OFFICIAL VIDEO),Kameni 237,2025-09-12 15:00:06+00:00,"Artist: Kameni
Featuring Cysoul
Director: Dr. Nkeng Stephens
Producer: Rapnem Drummer

Follow on all Platforms @Kameni237

#love #music #trending #mybaby 


(c) 911Muzik Promo",649699,7340,432,2025,9,2025-09,Cameroonian Pop/R&B
0xLOvHVn9c0,Elizabeth Tekeh - I Get My Day [Official Video],Elizabeth Tekeh,2021-10-10 16:00:11+00:00,"Cameroonian Gospel Legend Elizabeth Tekeh unveils brand new video ""I Get My Day"" off her 5th Studio Album titled ""Record of Life"". 

The song ""I Get My Day"" which stands at track 2 off her 5th studio album ""Record of Life"" shares a message which explains God's plans for each and everyone one of us. Each and every child of God who believes in Him will be blessed one day and therefore if your blessings delay, don't be jealous of those who have already experienced theirs. 

With generations growing with her music, she continuous to impact lives of many with her powerful song messages. Teaming up with video director Afilms, check out the magic they performed on this one. Watch and stream her 5th album available on major digital stores. 

Artiste: Elizabeth Tekeh
Producer: PhillBill
Directed By: Afilms
Label: Tekeh Music World

Stream/Buy Record of Life Album
https://fanlink.to/Elizabethtekeh

Follow Elizabeth Tekeh on social media

Tik Tok: https://vm.tiktok.com/ZMeU1YgtU/
Facebook: https://www.facebook.com/elizabethtek...
Instagram: https://instagram.com/elizabethtekeho...
Twitter: https://twitter.com/elizabeth_tekeh

Tekeh Music World  2021
All Rights Reserved

ATTENTION: Any re-upload of this video on YouTube without authorizations will lead to permanent shut down of the channel.",1447196,10653,625,2021,10,2021-10,Gospel
XNUPtvjSAuc,DINA BELL - Sophie [Lyrics & Traduction],Kamer Lyrics,2018-01-09 00:07:33+00:00,"Pour vous en musique les paroles en Duala et la traduction en français de ""Sophie"" de l'artiste DINA BELL, l'un des plus grands classiques de la musique camerounaise.",3993922,12658,625,2018,1,2018-01,Other
k51F-HgzHiY,Step-by-Step Benskin Dance Tutorial | Learn the Cameroon Style,TIPTOPSTARS,2025-08-10 15:05:25+00:00,"Ready to move like a true Cameroonian? 🕺 Learn the Benskin dance in easy, step-by-step moves you can master in minutes. This short tutorial breaks down the rhythm, footwork, and energy that make Benskin one of Cameroon’s most loved dances. Perfect for beginners and anyone who loves African dance styles!

🎯 Practice daily, feel the beat, and dance with confidence.
🇨🇲 Experience the joy of Cameroon’s culture wherever you are.

#Benskin #CameroonDance #AfricanDance",12575,237,7,2025,8,2025-08,Makossa/Traditional
A8P5viaL1Bk,PETIT PAYS - Eboki ( OFFICIAL VIDEO),MOH KUKOURI OFFICIAL,2019-08-05 19:01:19+00:00,"This time a different Petit Pays, a different taste...."" RENAISSANCE "" Watch the full video of the song titled "" Eboki "" Be the Judge....
https://store.cdbaby.com/cd/petitpays2",5884493,16343,1331,2019,8,2019-08,Cameroonian Pop/R&B
bcKQQvo_dzY,Les REMES STARS   LA MAIN DANS LA MAIN (Clip Officiel) benskin Cameroun,Cameroon music,2018-08-30 14:25:09+00:00,Djomo Jeannette et Les REMES STARS  Vous Présente  LA MAIN DANS LA MAIN (Clip Officiel) benskin Cameroun,1568071,9450,468,2018,8,2018-08,Makossa/Traditional
5TJu4FoV98g,Daphne - Ndolo,DaphneMusicVEVO,2017-08-15 14:07:39+00:00,"Ndolo

Site: http://www.stevensme.com

Copyright (C) 2017 Independent.
---
Powered by http://www.vydia.com",410507,2537,100,2017,8,2017-08,Makossa/Traditional
hcu0PI7ynWc,Locko - Toppo,LOCKO,2018-04-02 17:00:05+00:00,"Abonnez vous à ma chaîne YouTube : http://bit.ly/LockoYTsubs
                    
Streamez & téléchargez  l'album ""The bridge""ici : https://locko.lnk.to/TheBridge 
Livraison au Cameroun : https://www.jumia.cm/catalog/?q=Locko

""Toppo"" single extrait du nouvel album ""The bridge""


Booking : (+237) 694061316 / lockoofficial@gmail.com 

Regardez ,commentez et partagez au max la famille

Follow on:
-http://bit.ly/FollowLockoOnFacebook
-http://bit.ly/FollowLockoOnTwitter
-http://bit.ly/FollowLockoOnInstagram
-http://bit.ly/AddArthurLockoOnSnapchat

Spotify : https://open.spotify.com/artist/7cUFv...
iTunes/Apple Music : https://itunes.apple.com/lu/artist/lo...
Deezer : http://www.deezer.com/artist/200195

(p) © 2018 Big Dreams /Yema Production,Under exclusive Licence to Easy Hits Recordz,a division of Hope Music Group",62173,1063,80,2018,4,2018-04,Cameroonian Pop/R&B
tsH3EHPBoWw,PAD WOKOLOOO DYNASTIE LE TIGRE By Bote Pictures,DYNASTIEE LETIGRE,2013-02-21 18:39:00+00:00,DYNASTIE LE TIGRE dans wokolooo,256458,2183,247,2013,2,2013-02,Cameroonian Pop/R&B
qeod9pW3pL0,Elizabeth Tekeh  - When The Holy Ghost Comes   Latest Cameroon Gospel Music,Temo Vision,2021-03-20 11:00:16+00:00,"Elizabeth Tekeh - When The Holy Ghost Comes is another Latest Cameroon Gospel Music by the gospel music legend from Cameroon.

Elizabeth Tekeh is a female anointed Gospel artist, worship leader (Evangelist), and songwriter who wins souls for Jesus Christ through her gospel music or songs. Furthermore, Elizabeth Tekeh is a unique voice that made Gospel music in Cameroon enjoyable in the early 2000s. Presently, she is one of the most creative female music ministers in Cameroon.

Read More on her biography: https://temovision.com/elizabeth-tekeh-biography/",460185,2873,278,2021,3,2021-03,Gospel
FfXV3M3S3dI,J'aime ta présence,Grâce Valérie - Topic,2020-03-29 10:13:19+00:00,"Provided to YouTube by TuneCore

J'aime ta présence · GRACE VALERIE

J'AIME TA PRESENCE

℗ 2020 CBRLABELS

Released on: 2020-03-30

Auto-generated by YouTube.",3385836,24598,6,2020,3,2020-03,Other
HQmZCFKjWd8,BEN DECCA - reconciliation [Audio Officiel],Universal Music Africa,2020-11-17 09:47:02+00:00,"BEN DECCA - reconciliation [Audio Officiel]
Album : Reconciliation
Année de sortie : 1989

Ben Decca, né le 23 Février à Douala, est un artiste musicien, chanteur et auteur-compositeur camerounais. Il est reconnu pour sa verve particulière qu'il sert dans des compositions de Makossa, son style musical de prédilection.",49949,218,21,2020,11,2020-11,Cameroonian Pop/R&B
Q8KMzgDRNV8,Locko   Supporter (feat Mr Leo) Official video,LOCKO,2016-11-11 17:03:13+00:00,"Abonnez vous à ma chaîne YouTube :https://www.youtube.com/channel/UCKDnMUZ9h4UKN_u4ZvyEgrA
                    
Streamez & téléchargez partout : https://fanlink.to/supporter

 Supporter est le premier extrait du prochain album de l'artiste Locko. Il collabore avec le talentueux Mr Leo du label Alpha Better Records.

Booking : (+237) 694061316 / lockoofficial@gmail.com 

Regardez ,commentez et partagez au max la famille

Follow on:
-http://bit.ly/FollowLockoOnFacebook
-http://bit.ly/FollowLockoOnTwitter
-http://bit.ly/FollowLockoOnInstagram
-http://bit.ly/AddArthurLockoOnSnapchat

-https://open.spotify.com/artist/7cUFvbLZrLySXBoxk39kCZ
-https://itunes.apple.com/lu/artist/locko/id216819124?l=fr
-http://www.deezer.com/artist/200195


(p) © 2016 Big Dreams Under exclusive Licence to Easy Hits Recordz,a division of Hope Music Group",18694122,82140,3039,2016,11,2016-11,Cameroonian Pop/R&B
TJXl1ECz3x0,SOGOLOMON REMIX  of MAGASCO AND THE LEGEND ANGE EBOGO AT ORANGE MUSIC LEGENDS 😱,MAGASCO ,2023-10-12 07:56:31+00:00,"It this case MAGASCO was allowed to redo SOGOLOMON 🤩🤩 let us know what you think on his version of this Legendary song. If you like please vote for them by text M1 to 8082 🙏🏾🙏🏾 #2023 #music #cameroon  #today #2023 #music #facebook #tiktok #youtubeshorts

    #music #Magasco #cameroon #youtube #meme #viral #explorepage #likes #bhfyp #tiktok #trending #live #hiphop #video #youtube #rap #gaming #fortnite #gamer #game #games #xbox #producer #youtuber",30815,792,105,2023,10,2023-10,Cameroonian Pop/R&B
htKzK0_7e_o,Sandrine Nnanga -TON FEU (Official Video),SANDRINE NNANGA AKENJI,2024-04-15 14:31:26+00:00,"@ItsSandrineNnanga  #TonFeu
©℗ 2023 (P) 2023 Metroomedia. 

👉 Listen to Ton Feu on streaming platforms : https://onerpm.link/SandrineNnanga-TonFeu  
👉 Vidéo directed by @adahakenjiworld2102 

Subscribe to the youtube channel : https://www.youtube.com/@ItsSandrineNnanga?sub_confirmation=1

Follow Sandrine Nnanga on Social Media :
➡ Facebook : https://facebook.com/sandrinennangaofficiel
➡ Instagram : https://www.instagram.com/sandrine_nnanga
➡ TikTok : https://www.tiktok.com/@sandrine_nnanga
➡ Twitter: https://twitter.com/sandrinennanga

CONTACT:
📧 Email: Sandrine.Nnanga@gmail.com 

#essence  #afrocentrique #africa  #africanmusic   #makossa   

LYRICS :",3418485,16172,493,2024,4,2024-04,Cameroonian Pop/R&B
Ol6dcskOj5Y,🔥NOUVEAUTE MBOLE BUKUTSI 2025 MIX COMPIL BEST SONGS  DJ BRUNEL,DEEJAY_BRUNEL,2025-08-12 13:18:30+00:00,"Abonnez-vous maintenant et profitez d’une véritable expérience.

​#mix #music #france #africa #congo #cameroun #canada #belgium #dj #deejay #france #2025  #afrobeat #afrolove #dance #pourtoi #foryou #usa #étatsunis #europe #remix #reels #best #google #djbrunel",626593,4994,416,2025,8,2025-08,Makossa/Traditional
uIud-FVt5gU,DUC-Z - SI JE POUVAIS (CLIP OFFICIEL),Duc-Z,2011-02-09 12:30:37+00:00,DUC-Z chantais l'amour d'un mec pour sa belle.clip de meilleur qualité.un bon souvenir a voir et a revoir,7398,65,14,2011,2,2011-02,Cameroonian Pop/R&B
JP090nmx36s,OBM ft Tenor - ZIZI KEKA REMIX (Clip Officiel),OBM,2023-07-15 10:00:08+00:00,"OBM - ZIZI KEKA REMIX (ft. Tenor) @TENOR237 
Abonnez-vous à la chaîne : https://www.youtube.com/@OBM-YT

Réalisation :
Prod by: Aclem Wawa
Mix & master by: Lucas Mayery
Booking:  booking.obmofficiel@gmail.com
-----------------------------------------------------------------------------------------------------------
Retrouvez OBM sur :
► https://www.facebook.com/obmofficiel237/
►https://www.instagram.com/obm_officiel/
...............................................................................................................
Merci à TOUTE MA BAMOUSTEG
#OBM #zizikekaremix #musiquecamerounaise 
@TENOR237",3550030,23835,797,2023,7,2023-07,Cameroonian Pop/R&B
uDvY_ZIKnKA,Ben Decca Kwedi,Camericanchica,2012-08-13 06:35:21+00:00,Ancien succès de Ben Decca,334329,1216,149,2012,8,2012-08,Cameroonian Pop/R&B
CgZgGfcg6aA,BEN DECCA - Bonam [Audio Officiel],Universal Music Africa,2020-11-16 12:34:13+00:00,"BEN DECCA - Bonam [Audio Officiel]
Album : Makossa Phoenix 
Année de sortie : 2006



Ben Decca, né le 23 Février à Douala, est un artiste musicien, chanteur et auteur-compositeur camerounais. Il est reconnu pour sa verve particulière qu'il sert dans des compositions de Makossa, son style musical de prédilection.",27372,146,12,2020,11,2020-11,Cameroonian Pop/R&B
jJrFYrzagHk,Sifoor feat Locko - Gratter (Official Video),Sifoor,2017-03-08 14:02:34+00:00,"L'artiste Sifoor du label O'Bosso Sounds, vous présente le nouveau single de son EP "" O'Bosso Vol 1 "" en featuring avec le talentueux artiste camerounais Locko du label Big Dreams.

""Gratter"" is the new single of the upcoming EP of Sifoor.
In collaboration with the talented Big Dreams singer Locko.
Connect with Sifoor :
Instagram :  https://www.instagram.com/sifoor.obosso
Snapchat :  https://www.snapchat.com/add/ledoubleo2audi
TikTok : https://www.tiktok.com/@sifoor.obosso
Facebook :  https://www.facebook.com/sifoorofficiel
Twitter :  https://www.twitter.com/sifoorobosso",667138,4667,355,2017,3,2017-03,Cameroonian Pop/R&B
J6-Mc9DSfFM,"Wan Shey - Folah (Remix) Feat. Magasco, Cornel Grace & Vinhora [Official Video]",Wan Shey,2026-04-10 17:00:06+00:00,"Wan Shey presents ""Folah"" — a powerful blend of emotion, culture and sound.

Featuring Magasco, Cornel Grace & Vinhora, ""Folah*"" is a journey through culture, memory and identity, inspired by the spirit of Nso’ and the depth of Cameroonian storytelling. This is more than music, it’s a call to reclaim our roots.

Directed by Takov Handson x Kinz Gilead, the visuals bring the song to life with a rich, nostalgic aesthetic that captures the essence of home, connection, and longing.


🎵 SONG CREDITS
Artist: Wan Shey
Featuring: Magasco, Cornel Grace & Vinhora

Produced by BlueJizus
Mixed & Mastered by Sangtum
Executive Producers: Wan Shey & Won Nsai


🎬 VIDEO CREDITS
Directed by: Takov Handson x Kinz Gilead
Colorist : Glen Amungwa
Graphic Design : Edgar Ngene
Stylist : Richardo Traditional Outfits 
BTS : Chap Nic Pictures


📍 SPECIAL THANKS
- Rustick Home, Yaounde
- Vanillaboi Studios, Yaounde
- Takov Studios, Yaounde
- Marco Fufu, Yaounde
- Won Nsai x JB
- Chap Nic Pictures
- Next Generation Music

If this song speaks to you, don’t forget to like, comment and subscribe. Share it with someone it reminds you of.

#WanShey #Folah #Magasco #CornelGrace #Vinhora #CameroonMusic #237ToTheWorld #AfroFusion #NsoCulture",120311,3435,856,2026,4,2026-04,Cameroonian Pop/R&B
9xOvQdGZxoE,B.NIDAL FT. TENOR - SIGNER SANS LIRE (CLIP OFFICIEL),TENOR officiel,2023-04-21 17:35:40+00:00,"Lien de streaming = https://bfan.link/signer-sans-lire
--------
RÉALISATEUR : TEPSON’s Art
PRODUCTEUR EXECUTIF : WILLYAMS MEBARA
SUPERVISION GÉNÉRALE : TAPHIS, DIPLOMATE BCBG
PRODUCTION : OTS MUSIC PRODUCTION

Avec la participation de : JULIA SAMANTHA EDIMA, Dr. Selfie, Lucas Filatrio

--------
- AUTEURS: KENGNE LUNOVIC, MENGOUMOU AYIA THIERRY
- COMPOSITEUR : EBAA JORDAN (RAMZY)
- GUITARE: JULIO MAGIC
- MIXAGE / MASTERING: AVOM CHRISTOPHE (DJ KRISS)

DISTRIBUTION : NUEVO MUNDO AFRICA",576395,10460,442,2023,4,2023-04,Cameroonian Pop/R&B
cHldt-LEplQ,Nassi B  'AWI' (official music Video) Cameroon drill,Nassi B,2021-09-17 06:56:54+00:00,"HipHop Drill from Cameroonian Born /Finnish Citizen Nassi B.
Awi music video Performed By Nassi B and crew featuring CAMFIN.
All scenes shot in Finland.
Song title-'Awi'
Song writer: Chesah Gilbert Maih (Finland)
Recording Artist: Nassi B (Finland)
Mixed and mastered by: Dijaykarl (Camenroon)
Beats by: chrisrichBeats (UK)
Videographer: Jeremy. (Finland)
Directed By: Jeremy and Chesah Gilbert Maih


Lyrics:

Verse1


I do not care about whose on the top fame is a lie so leave me that talk
A comot for tere boy man nodi fear roll me channer den u pass me the bear combination bahd edi test like na pear the hustle go slow ago match up the fear leave me that talk ma first jaka na girl you munch you no munch oboy no man nocare
Double your grind then you pray for the year
 when the money go came na de pipo go share wooh. 
A carry ma load for the journey 
Some People act like its funny 
Man i need To get this money
Spit on the bit like i'm horny
Thats the Reason im too cocky
Ma Flow Don di sound like a cooky


Flow too tight a feel like a virgin doing slim course Abi na the course
Gimme ma share or a takam with force 
Ma mendem wise the balling with thugs 
You wanna race a Pull up with trucks flat on my head thats a truckfit 
Hit up the gym thats To keep fit... 
6 packs where we Come from
 nortured with the culture 
dip tribes bright futures 
Lets talk about the culture... 
Lets talk about the culture 
forget about these voltures.
Vanity upon humanity 
see ma People being toutured 
I gard To raise up the bars 
make it feel like adi noture. 
People forgeting the past
The wan determine the futre
Tell me how this can be faire
All tin Don dark nothing nodi clear
A need  that  gwap gimme na ma share
Came for beareu na me be cahier. 
When adi talk the People di hear 
Cus a get backup no man di fear 
Haleluya Haleluya hale 
the halla man name when a enter for tere.
The halla ma name yeah
We taking this fame popopo
We taking it over. 
The halla ma name chuchuchu
We taking this fame popopo



Gimme the gwap gimme the money gimme the paper
Gimme the paper gimme the paper


itunes:👉🏾 http://itunes.apple.com/album/id15750

Spotify:👉🏾  https://open.spotify.com/album/5r4hjbyHZn9UaCFky6KzLW?si=gN_m3Q8nSPyROYo7EVPVig&dl_branch=1
Social Media accounts:
 Instagram 👉🏾 Nassi Blink
Facebook  👉🏾  Nassi Blink.",50330,128,58,2021,9,2021-09,Drill/Trap
Sq5EDI7JktA,GIMS - SOIS PAS TIMIDE (Clip officiel),GIMS,2024-08-31 16:00:08+00:00,"GIMS - SOIS PAS TIMIDE (Clip officiel)
EP ""Le Nord se souvient"" : https://bfan.link/le-nord-se-souvient
Abonne-toi à la chaîne : https://www.youtube.com/channel/UCCB1Byx5yTbLpQaV-rlfmtA

Facebook : https://www.facebook.com/gims
Instagram : https://www.instagram.com/gims/
Twitter : https://twitter.com/GIMS/
TikTok : https://www.tiktok.com/@gims_off?_t=8diEFyjbrYY&_r=1

Compo : GIMS / Young Bouba
Auteur : GIMS

Video directed by Nono

#GIMS #SOISPASTIMIDE #Demdem",172893327,621762,20460,2024,8,2024-08,Other
